,codigo,bairro,valor,condominio+iptu,area,banheiros,suites,garagem,portao eletronico,DCE,salas,total de uni.,varanda,piscinas,posicao,garagem,descricao da vaga,unidade por andar,sol da manha,playground,circuito de tv,quadra de esporte,jardins,elevador,academia,hall social,sauna,salao de festas,quartos,banheiros,suites,portaria permanente
307,620621,Jardim Camburi,361000.0,300.0,51.0,1,1,1,1,0,1,28,0,1, Lateral,1, privativa ,4,0,0,1,0,0,1,0,1,0,1,2,1,1,1
308,598419,Jardim Camburi,365000.0,25.69,70.0,1,1,2,1,0,1,48,1,0, Lateral,2, solidaria ,6,1,0,0,0,1,1,1,1,1,1,2,1,1,0
309,134083,Enseada do Suá,365000.0,491.48,65.0,1,1,2,1,0,1,48,1,1, Lateral,2, soltas/ cobertas ,4,1,0,1,0,1,1,0,1,0,1,2,1,1,1
310,379123,Jardim da Penha,365000.0,395.74,64.0,1,1,1,1,0,1,25,1,0, Frente,1, solta ,5,0,0,1,0,1,1,0,1,0,0,2,1,1,1
311,329838,Mata da Praia,368000.0,369.0,76.75,1,0,1,1,0,1,12,1,0, Frente,1," livre (solta) e coberta, privativa ",4,1,0,0,0,1,1,0,0,0,0,2,1,0,0
312,440846,Centro,368000.0,912.26,170.18,2,0,1,1,1,1,20,1,0, Frente,1, coberta ,2,0,0,1,0,1,1,0,1,0,0,3,2,0,1
313,534401,Bento Ferreira,369000.0,347.0,58.0,1,1,2,1,1,0,0,0,1, Fundo,2, coberta ,0,0,0,1,0,1,1,1,1,0,1,2,1,1,1
314,626668,Jardim Camburi,369000.0,393.01,75.0,1,1,1,1,0,1,48,1,0, Frente,1," livre, coletiva e coberta ",6,1,1,1,0,0,1,0,1,0,1,3,1,1,0
315,496883,Bento Ferreira,370000.0,415.0,62.16,1,0,2,1,0,1,66,1,1, Frente,2," solidárias, 01 livre e 01 presa ",6,1,0,0,0,1,1,0,1,1,1,2,1,0,0
316,579546,Barro Vermelho,370000.0,400.0,100.0,1,0,1,1,1,1,48,0,0, Fundo,1, livre e coberta ,4,0,1,1,1,1,1,0,1,0,1,3,1,0,1
317,541685,Bento Ferreira,370000.0,1015.63,141.0,2,1,1,1,1,1,76,0,1, Frente,1, privativa ,4,1,1,1,1,1,1,1,1,1,1,3,2,1,1
318,605542,Jardim Camburi,370000.0,485.0,60.0,1,1,1,1,0,1,36,0,0, Lateral,1, solta e coberta ,4,1,0,1,0,0,1,0,1,0,1,2,1,1,0
319,614749,Jardim Camburi,370000.0,780.0,69.0,1,1,1,1,0,1,21,1,0, Fundo,1, privativa e livre ,3,1,0,0,0,0,1,0,1,0,0,2,1,1,0
320,619821,Jardim Camburi,370000.0,0.0,58.08,1,1,1,1,0,1,90,1,1, Frente,1, livre / coberta ,6,1,1,0,0,0,1,0,1,1,1,2,1,1,0
321,626875,Ilha de Monte Belo,370000.0,333.8,60.0,2,1,1,1,0,1,0,1,1, Frente,1, privativa/coberta/ ,0,1,1,1,0,1,1,1,1,1,1,2,2,1,1
322,632482,Centro,370000.0,709.6,115.0,3,1,1,1,0,2,36,0,0, Frente,1," livre, privativa e coberta. ",4,1,0,0,0,0,1,0,0,0,1,3,3,1,0
323,637636,Mata da Praia,370000.0,456.65,100.0,3,1,1,0,0,1,6,0,0, Frente,1," privativa, livre e coberta. ",2,0,0,0,0,0,0,0,0,0,0,3,3,1,0
324,638201,Praia do Suá,370000.0,482.13,63.0,2,1,1,1,0,1,0,1,1, Lateral,1, ,6,0,1,1,0,1,1,1,1,1,1,2,2,1,1
325,647425,Jardim da Penha,370000.0,358.0,63.0,1,2,1,1,0,1,20,1,0, Frente,1," privativa, livre e coberta ",4,0,0,1,0,1,1,1,1,0,1,2,1,2,0
326,652544,Barro Vermelho,370000.0,325.73,76.0,1,1,1,1,0,1,68,1,0, Frente,1, privativa  ,4,0,1,0,1,1,1,0,1,0,1,3,1,1,1
327,658760,Jardim Camburi,370000.0,444.0,64.0,2,1,2,1,0,1,64,1,0, Fundo,2, ,8,1,0,1,0,0,1,0,1,0,1,2,2,1,1
328,666525,Bento Ferreira,370000.0,563.23,61.0,1,0,2,1,0,1,66,1,1, Frente,2," cobertas, privativas e livres ",6,1,0,1,0,0,1,0,1,1,1,2,1,0,1
329,543075,Morada de Camburi,375000.0,307.0,63.0,2,1,1,1,0,1,48,1,1, Frente,1, privativa/coberta/livre ,8,1,0,1,0,1,1,1,1,0,1,2,2,1,1
330,628470,Jardim da Penha,375000.0,318.0,80.0,1,0,1,0,0,1,16,1,0, Frente,1, descoberta ,4,0,0,0,0,0,0,0,1,0,0,3,1,0,0
331,636766,Enseada do Suá,375000.0,556.33,60.0,2,1,2,1,0,1,136,1,0, Lateral,2, cobertas - privativas e solidarias ,4,0,0,1,0,0,1,0,1,0,1,2,2,1,1
332,307324,Enseada do Suá,375000.0,449.82,72.0,2,1,1,1,0,1,36,1,1, Frente,1, livre e coberta no g1 ,4,1,0,1,0,1,1,0,1,1,0,2,2,1,1
333,651019,Praia do Canto,377000.0,929.7,85.0,2,0,1,1,0,1,48,0,0, Fundo,1, coberta ,4,0,0,0,0,1,1,0,1,0,0,2,2,0,1
334,547951,Jardim da Penha,378000.0,0.0,48.0,1,0,1,1,0,1,40,1,0, Frente,1, privativa ,8,0,1,1,0,1,1,1,1,0,0,2,1,0,0
335,634300,Jardim Camburi,378000.0,327.88,78.0,1,1,1,1,0,1,54,1,0, Fundo,1, livre ,6,1,1,0,0,1,1,0,1,0,1,3,1,1,0
336,129416,Jardim Camburi,380000.0,56.0,70.0,2,1,1,1,0,1,54,1,1, Frente,1, privativa e coberta ,6,0,1,1,0,1,1,0,1,1,1,2,2,1,1
337,536523,Praia do Canto,380000.0,800.0,120.0,1,1,1,1,0,1,0,1,0, Fundo,1, livre e coberta ,0,0,0,0,0,0,1,0,0,0,1,3,1,1,0
338,559286,Mata da Praia,380000.0,320.0,100.0,1,0,1,1,1,1,8,0,0, Frente,1, livres ,2,0,1,1,0,0,0,0,0,0,0,3,1,0,1
339,610209,Jardim Camburi,380000.0,401.15,73.0,1,1,1,1,0,1,54,1,0, Frente,1," privativa, livre e coberta ",6,1,0,1,0,0,1,0,1,0,1,3,1,1,1
340,619914,Jardim da Penha,380000.0,310.59,67.0,1,0,1,1,0,1,12,0,1, Frente,1, livre e coberta. ,4,1,1,0,0,1,0,0,1,1,0,2,1,0,0
341,622616,Jardim Camburi,380000.0,0.0,55.0,1,1,2,1,0,1,42,1,1, Frente,2, privativa ,6,0,1,0,0,1,1,0,1,1,1,2,1,1,1
342,633184,Praia de Santa Helena,380000.0,625.48,113.8,3,1,1,0,1,1,14,2,0, Frente,1, livre ,2,1,0,0,0,0,1,0,1,0,1,3,3,1,0
343,640729,Jardim da Penha,380000.0,490.41,85.0,1,0,1,1,1,1,4,0,0, Frente,1, estacionamento rotativa - coberta e presa ,4,1,0,0,0,0,0,0,0,0,0,2,1,0,0
344,60144,Mata da Praia,380000.0,348.0,102.0,2,0,1,1,1,1,6,0,0, Frente,1, cabem 2 carros. coberta e solidária. ,2,1,1,0,1,1,0,0,0,0,0,3,2,0,1
345,653609,Santa Luíza,380000.0,545.0,90.0,2,0,1,1,0,1,204,2,1, Frente,1, privativa ,6,0,1,1,1,1,1,1,1,1,1,2,2,0,1
346,573140,Santa Terezinha,380000.0,55.95,95.0,1,1,2,1,0,1,32,2,0, Lateral,2, privativas  cobertas ,4,0,0,1,0,1,1,0,1,0,0,2,1,1,0
347,655689,Santa Terezinha,380000.0,403.18,60.0,2,1,1,1,0,1,36,1,1, Fundo,1, livre ,4,0,0,0,0,0,1,0,0,0,0,2,2,1,0
348,659010,Barro Vermelho,380000.0,651.23,50.0,1,0,1,1,0,1,0,1,1, Frente,1, ,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0
349,660954,Jardim da Penha,380000.0,396.0,48.78,0,0,1,1,0,1,40,1,0, Lateral,1," privativa, livre, coberta ",8,1,0,0,0,1,1,1,1,0,0,2,0,0,0
350,661525,Santa Clara,380000.0,1235.0,193.0,1,2,1,0,1,1,26,0,0, Frente,1, privativa coberta ,2,1,0,0,0,0,0,0,0,0,0,4,1,2,0
351,593862,Enseada do Suá,385000.0,0.0,85.0,3,1,1,1,1,1,90,1,1, Lateral,1, privativa coberta e livre ,6,0,0,1,0,1,1,1,1,0,1,2,3,1,1
352,363230,Jardim Camburi,385000.0,422.71,97.0,2,1,1,0,0,1,8,1,0, Frente,1, ,2,0,0,1,0,0,1,0,0,0,0,3,2,1,0
353,632277,Jardim Camburi,385000.0,0.0,68.0,1,1,1,1,0,1,42,1,0, Frente,1, coberta ,6,1,0,1,0,1,1,0,1,1,1,2,1,1,0
354,643207,Praia do Canto,385000.0,758.04,95.0,1,1,2,1,0,1,33,2,1, Frente,2, privativa / solidárias / coberta ,3,1,1,1,0,1,1,0,1,1,1,3,1,1,1
355,648105,Bento Ferreira,385000.0,642.69,120.0,1,1,2,1,1,1,6,0,0, Frente,2, solidaria. ,2,0,0,0,0,0,0,0,0,0,0,3,1,1,0
356,657556,Jardim da Penha,385000.0,440.0,98.0,2,1,1,1,1,1,12,1,0, Fundo,1, privativa e coberta  ,3,0,0,0,0,1,0,0,0,0,0,3,2,1,0
357,565429,Jardim da Penha,388000.0,788.0,65.0,1,0,1,1,0,1,30,1,0, Fundo,1, privativa e coberta ,6,0,0,1,0,0,1,0,0,0,0,2,1,0,0
358,645880,Jardim Camburi,389000.0,410.0,58.0,1,1,1,1,0,1,112,1,1, Frente,1, coberta e solta ,8,0,1,1,0,0,1,1,1,0,1,2,1,1,1
359,651038,Jardim da Penha,389000.0,350.0,73.0,1,1,1,1,0,1,20,1,0, Frente,1, ,4,0,0,1,0,1,1,0,0,0,0,3,1,1,1
360,578060,Bento Ferreira,390000.0,538.9,90.0,1,1,1,1,1,1,32,1,0, Frente,1, coberta- privativa e livre ,4,1,0,0,0,0,1,0,1,0,1,2,1,1,0
361,512238,Bento Ferreira,390000.0,523.0,123.1,1,1,1,1,1,2,40,0,0, Frente,1, privativa ,4,1,0,1,0,0,1,0,1,0,1,3,1,1,1
362,596806,Santa Helena,390000.0,2.0,64.19,1,1,2,0,0,1,64,1,1, Fundo,2, ,8,0,0,1,0,1,1,1,1,0,1,2,1,1,0
363,558358,Jardim Camburi,390000.0,0.0,64.78,2,1,1,1,0,1,12,0,1, Frente,1, privativa e livre ,4,1,1,0,1,1,0,0,0,0,0,3,2,1,1
364,624431,Praia do Canto,390000.0,1210.0,55.0,2,1,1,1,0,1,84,1,0, Frente,1, livre e coberta ,6,1,0,1,0,1,1,0,1,0,1,1,2,1,1
365,636171,Praia do Canto,390000.0,364.29,100.0,2,1,1,1,1,1,24,0,0, Lateral,1, coberta - privativa e livre ,4,1,0,0,0,0,0,0,0,0,0,3,2,1,0
366,645585,Praia do Suá,390000.0,450.0,72.0,1,1,2,1,0,1,48,1,1, Frente,2, soltas/cobertas ,4,1,1,0,0,1,1,0,1,0,1,2,1,1,1
367,650774,Santa Luíza,390000.0,746.56,120.0,2,1,2,1,1,1,204,2,1, Lateral,2," coberta, privativa e solta ",6,1,1,1,1,1,1,1,1,1,1,3,2,1,1
368,657357,Jardim da Penha,390000.0,470.1,60.0,2,1,1,0,0,1,40,0,0, Fundo,1, livre ,8,0,0,0,0,0,1,0,0,0,0,2,2,1,0
369,660286,Jardim da Penha,390000.0,326.2,75.29,2,1,1,1,0,1,40,2,0, Fundo,1," privativa, livre ",8,0,0,1,0,1,1,0,1,0,1,2,2,1,0
370,90986,Jardim da Penha,395000.0,333.85,63.0,1,1,1,1,0,1,40,1,0, Fundo,1, privativa/coberta ,8,1,1,1,0,1,1,0,1,0,1,2,1,1,0
371,372971,Barro Vermelho,395000.0,403.62,70.0,2,1,1,1,0,0,0,1,0, Fundo,1," privativa, livre e descoberta ",0,0,0,1,0,0,1,0,1,0,1,2,2,1,0
372,513757,Jardim Camburi,395000.0,378.01,70.0,2,1,1,1,0,1,36,1,1, Frente,1, privativa coberta ,6,1,0,1,0,1,1,0,1,1,1,2,2,1,1
373,529605,Bento Ferreira,395000.0,0.0,68.0,1,1,1,1,0,1,0,1,1, Frente,1, livre ,0,1,1,1,0,1,1,1,1,1,1,2,1,1,0
374,577824,Praia de Santa Helena,395000.0,442.61,78.0,1,0,1,1,1,1,54,1,1, Lateral,1," privativa, livre e coberta ",6,1,0,1,0,1,1,0,0,0,1,2,1,0,1
375,622335,Bento Ferreira,395000.0,504.0,130.0,3,1,1,1,0,1,40,1,0, Frente,1, ,2,0,0,1,0,0,0,0,1,0,0,3,3,1,1
376,622617,Jardim Camburi,395000.0,0.0,55.0,1,1,2,1,0,1,42,1,1, Fundo,2, livres  ,6,1,1,1,0,1,1,0,1,1,1,2,1,1,1
377,630963,Bento Ferreira,395000.0,450.0,100.0,2,0,1,1,1,1,8,1,0, Frente,1, privativa - livre e descoberta ,2,0,0,0,0,0,0,0,1,0,0,3,2,0,0
378,463946,Praia do Canto,395000.0,530.29,70.0,2,1,1,1,0,1,44,2,0, Frente,1," privativa, livre e coberta ",4,0,0,1,0,1,1,0,1,0,1,2,2,1,1
379,646364,Praia do Canto,395000.0,704.06,125.0,1,1,1,0,1,1,8,0,0, Frente,1, privativa e coberta ,2,0,0,0,0,0,1,0,0,0,0,3,1,1,0
380,649983,Jardim da Penha,395000.0,354.1,100.0,3,1,1,1,0,1,12,2,0, Frente,1, coberta e livre ,4,1,0,0,0,1,0,0,0,0,0,3,3,1,0
381,597331,Praia do Canto,398000.0,503.5,75.0,1,1,1,1,1,1,21,1,1, Fundo,1, privativa / livre / coberta ,3,1,0,1,0,1,1,0,1,1,1,2,1,1,0
382,650884,Jardim Camburi,398000.0,843.0,65.0,3,1,1,1,0,1,60,1,1, Frente,1, coberta ,6,1,1,1,0,1,1,1,1,1,1,2,3,1,1
383,651684,Jardim Camburi,398000.0,470.35,72.0,1,1,3,1,0,1,20,1,0, Frente,3," privativa, coberta ",4,1,0,0,0,1,1,0,0,0,0,2,1,1,0
384,567973,Barro Vermelho,399000.0,350.0,42.0,1,0,1,1,0,1,120,1,1, Frente,1, privativa / coberta ,6,1,1,1,0,1,1,1,1,1,1,1,1,0,1
385,601228,Jardim Camburi,399000.0,323.0,69.0,2,1,2,1,0,1,36,1,1, Frente,2, 2 vagas cobertas ,4,0,1,1,0,1,1,0,1,0,1,2,2,1,0
386,633823,Bento Ferreira,399000.0,575.0,67.79,1,1,1,1,0,1,42,1,1, Fundo,1, coberta e livre ,4,1,1,1,0,1,1,1,1,0,1,2,1,1,1
387,634765,Bento Ferreira,399000.0,378.47,59.8,2,1,2,0,0,1,114,2,1, Frente,2, livre ,6,1,0,1,0,0,1,1,1,1,1,2,2,1,1
388,659553,Jardim da Penha,399900.0,0.0,55.0,1,1,1,0,0,1,24,1,0, Frente,1, ,4,0,0,0,0,1,1,0,0,1,1,2,1,1,1
389,617088,Jardim da Penha,400000.0,440.0,65.0,2,1,1,1,0,1,40,1,0, Frente,1, privativa e coberta ,8,0,0,1,0,1,1,0,1,0,0,2,2,1,0
390,626273,Praia do Canto,400000.0,515.0,96.0,1,0,1,1,1,1,168,1,1, Fundo,1, privativa / livre / coberta ,2,0,0,1,1,1,1,0,1,1,1,3,1,0,1
391,627424,Jardim da Penha,400000.0,364.33,110.0,1,1,1,0,0,1,6,1,0, Frente,1, coberta ,2,0,0,0,0,0,0,0,0,0,0,3,1,1,0
392,631950,Jardim Camburi,400000.0,0.0,62.55,2,1,1,1,0,1,20,1,0, Frente,1, livre e coberta ,5,0,0,1,0,1,1,0,1,0,1,2,2,1,1
393,650463,Jardim Camburi,400000.0,371.0,62.0,2,1,1,1,0,0,75,1,1, Lateral,1, coberta ,6,0,1,1,0,1,1,1,1,1,1,2,2,1,1
394,658385,Jardim Camburi,400000.0,57.86,100.0,2,1,1,1,0,1,32,1,1, Frente,1, ,4,0,1,1,0,1,1,0,1,0,1,3,2,1,0
395,653115,Praia do Canto,402167.0,2.0,60.0,2,2,2,0,0,1,24,0,1, Lateral,2, sorteio - a definir ,6,0,0,0,0,0,1,0,1,1,0,2,2,2,0
396,612624,Maruípe,410000.0,0.0,100.0,0,1,2,1,1,0,0,0,1, Frente,2, ,0,1,0,1,0,1,1,0,1,0,1,3,0,1,0
397,536048,Bento Ferreira,410000.0,480.0,70.0,1,2,1,1,0,1,0,1,1, Fundo,1, privativa/coberta ,4,1,0,1,1,1,1,0,1,1,1,2,1,2,1
398,579466,Praia do Canto,410000.0,1039.23,98.0,2,1,1,1,1,1,78,1,1, Frente,1, privativa ,6,1,1,1,0,1,1,0,1,1,1,3,2,1,1
399,605765,Bento Ferreira,410000.0,601.0,115.0,1,1,1,0,0,1,40,1,0, Fundo,1, coberta / privativa ,4,0,0,1,0,0,1,0,0,0,1,3,1,1,0
400,626413,Enseada do Suá,410000.0,481.03,71.0,2,1,1,1,0,1,324,1,1, Fundo,1," coberta, privatiova e livre ",6,1,1,1,1,1,1,1,1,1,1,2,2,1,1
401,333416,Jardim Camburi,410000.0,49.38,85.0,2,1,1,1,0,1,12,1,0, Frente,1, ,2,1,0,1,0,1,1,0,1,0,0,3,2,1,0
402,89247,Barro Vermelho,410000.0,314.63,75.0,2,1,1,1,0,1,272,1,0, Fundo,1, privativa ,4,0,1,0,0,1,1,0,1,0,1,3,2,1,1
403,639944,Praia do Canto,410000.0,555.0,93.0,2,1,1,0,0,1,12,0,0, Frente,1, livre e coberta ,4,1,0,0,0,0,0,0,0,0,0,3,2,1,0
404,117123,Bento Ferreira,410000.0,772.9,93.0,1,1,1,1,1,1,36,1,0, Fundo,1, coberta e livre no pilotis ,4,1,0,1,0,1,1,0,1,0,1,3,1,1,1
405,654985,Jardim Camburi,410000.0,500.0,80.0,1,1,2,1,0,1,48,0,0, Frente,2," privativas, solidárias e cobertas ",6,0,1,1,0,1,1,0,1,1,1,3,1,1,1
406,664981,Jardim da Penha,410000.0,349.0,79.0,1,1,1,1,0,1,24,1,0, Fundo,1, privativa e coberta ,6,0,0,0,0,0,1,0,1,0,1,2,1,1,0
407,477372,Jardim Camburi,410000.0,526.0,77.48,2,1,1,1,1,1,18,1,1, Frente,1, coberta e privativa ,3,1,0,1,0,1,1,0,1,0,1,2,2,1,0
408,665729,Mata da Praia,410000.0,453.5,97.0,2,0,1,1,0,1,3,0,0, Frente,1, coberta cabem 2 carros ,1,0,0,1,1,1,0,0,0,0,0,3,2,0,1
409,653116,Praia do Canto,410303.0,2.0,60.0,2,2,2,0,0,1,24,0,1, Lateral,2, a definir - sorteio ,6,0,0,0,0,0,1,0,1,1,0,2,2,2,0
410,575101,Jardim da Penha,415000.0,577.2,76.0,1,1,1,1,0,1,30,1,1, Lateral,1," privativa, cobt. e livre ",6,0,0,1,0,0,1,0,1,0,1,2,1,1,1
411,573756,Bento Ferreira,420000.0,410.19,120.0,1,1,2,1,1,2,16,0,0, Frente,2, privativa / coberta ,4,1,0,0,0,0,0,0,0,0,0,3,1,1,0
412,613051,Santa Luíza,420000.0,630.0,120.0,2,1,1,1,1,1,204,2,1, Frente,1," solta, privativa , coberta ",6,0,0,1,1,1,1,1,1,1,1,3,2,1,1
413,615832,Praia do Canto,420000.0,1191.22,100.0,2,1,1,1,0,1,32,1,0, Fundo,1," privativa, coberta e livre ",4,0,0,1,0,0,1,0,0,0,0,3,2,1,1
414,477102,Jardim Camburi,420000.0,294.0,70.0,1,1,1,1,0,1,40,1,1, Frente,1, privativa ,5,1,0,0,0,1,1,0,1,0,1,2,1,1,0
415,618475,Santa Terezinha,420000.0,267.88,84.0,1,1,2,1,0,1,36,1,1, Frente,2, livre ,4,1,0,1,0,0,1,0,0,0,1,3,1,1,0
416,353811,Santa Terezinha,420000.0,314.28,80.0,2,1,1,1,0,1,36,1,0, Frente,1, coberta e livre ,4,1,0,1,0,1,1,0,1,0,1,3,2,1,0
417,633829,Santa Lúcia,420000.0,505.0,96.0,1,1,1,1,1,1,78,1,1, Frente,1, privativa / livre / coberta ,6,0,1,1,1,1,1,0,1,1,1,3,1,1,1
418,635285,Bento Ferreira,420000.0,0.0,79.99,1,1,1,0,0,1,28,1,1, Lateral,1, privativa / livre / coberta ,4,1,1,0,0,0,1,0,1,1,1,2,1,1,1
419,635109,Jardim da Penha,420000.0,370.0,120.0,2,1,2,0,1,1,12,0,0, Frente,2, 1 vaga de garagem grande que cabem 2 carros ,2,1,0,0,0,1,0,0,0,0,0,3,2,1,0
420,640350,Enseada do Suá,420000.0,514.0,72.0,1,1,1,1,0,1,144,1,1, Frente,1, livre e descoberta ,6,1,1,1,1,1,1,1,1,1,0,2,1,1,1
421,641532,Jardim da Penha,420000.0,735.0,76.0,1,0,1,1,0,1,24,1,0, Frente,1," privativa, livre e coberta. ",6,1,0,0,0,0,1,0,1,0,1,2,1,0,0
422,648078,Jardim da Penha,420000.0,448.0,75.0,2,0,1,1,1,1,84,1,1, Frente,1," privativa, solta e coberta ",4,1,0,1,0,1,0,0,1,0,1,2,2,0,1
423,649450,Praia do Canto,420000.0,561.02,63.0,2,0,1,0,0,1,60,1,1, Lateral,1, livre e coberta ,6,0,0,1,0,0,1,0,1,1,1,2,2,0,1
424,103971,Santa Terezinha,420000.0,350.0,75.0,1,1,1,1,0,1,32,1,1, Frente,1," privativa, coberta e livre ",4,1,0,0,0,1,1,0,1,1,1,3,1,1,0
425,652156,Morada de Camburi,420000.0,45.24,60.0,1,1,1,1,0,1,28,1,1, Frente,1, privativa e coberta ,4,1,1,1,0,1,1,1,1,1,1,2,1,1,1
426,653592,Jardim Camburi,420000.0,56.0,86.0,1,1,2,1,0,1,36,1,0, Frente,2, 01 privativa coberta livre 01 privativa coberta presa ,4,0,1,1,0,1,1,0,1,0,1,3,1,1,0
427,654303,Jardim Camburi,420000.0,424.26,69.0,2,1,2,1,0,1,42,1,1, Frente,2, duas vagas soltas e cobertas. ,6,1,0,1,0,1,1,1,1,1,1,2,2,1,1
428,654784,Jardim Camburi,420000.0,437.66,130.0,3,1,1,0,1,1,16,1,0, Lateral,1, solta e comerta ,4,1,0,0,0,0,1,0,1,0,1,3,3,1,0
429,141489,Jardim Camburi,420000.0,523.28,80.0,2,1,2,1,0,1,60,1,0, Frente,2, solidarias e cobertas ,6,1,1,0,0,1,1,0,1,0,1,3,2,1,1
430,658266,Jardim Camburi,420000.0,441.5,70.0,2,1,2,1,0,1,0,1,1, Frente,2," solidária, priivativa, descoberta ",5,1,0,1,0,0,1,0,0,0,1,2,2,1,0
431,542254,Santa Helena,423570.69,688.94,68.94,2,1,1,1,0,1,55,1,1, Frente,1, privativa e coberta ,5,1,0,0,0,0,1,1,1,1,1,2,2,1,1
432,585128,Jardim Camburi,425000.0,490.0,87.0,1,1,2,0,0,1,54,2,1, Frente,2, privativas / cobertas ,6,1,0,1,0,1,1,0,1,1,1,3,1,1,1
433,619429,Jardim Camburi,425000.0,490.0,87.0,1,1,2,0,0,1,54,2,1, Lateral,2, privativa / coberta ,6,1,0,1,0,0,1,0,0,1,1,3,1,1,1
434,657646,Jardim Camburi,425000.0,749.0,65.0,2,1,1,0,0,1,27,1,0, Lateral,1, iivre coberta  ,3,1,0,1,0,1,1,0,0,0,1,2,2,1,0
435,565546,Jardim Camburi,430000.0,469.6,119.07,1,1,1,1,0,0,60,0,1, Frente,1, coberta ,6,1,1,0,1,1,1,0,1,0,1,3,1,1,1
436,605982,Praia do Canto,430000.0,550.0,100.0,1,1,1,1,1,1,32,0,0, Frente,1," privativa, coberta e livre ",4,0,0,0,0,0,1,0,0,0,1,3,1,1,1
437,561735,Jardim Camburi,430000.0,330.0,70.0,1,1,2,1,0,1,28,1,1, Frente,2, ,4,1,1,0,0,0,1,0,1,0,1,2,1,1,1
438,579588,Jardim da Penha,430000.0,410.0,100.0,1,1,1,1,1,1,9,2,1, Fundo,1, coberta e livre ,2,1,0,0,0,0,1,0,0,1,1,3,1,1,0
439,562154,Praia do Canto,430000.0,490.01,63.0,2,1,1,1,0,1,32,2,1, Lateral,1, livres ,4,0,0,0,0,0,1,0,1,0,1,2,2,1,1
440,425806,Jardim Camburi,430000.0,380.0,75.0,1,1,1,1,0,1,12,1,0, Fundo,1, descoberta e privativa ,2,0,0,1,0,0,1,0,1,0,0,3,1,1,0
441,498681,Jardim da Penha,430000.0,807.2,103.0,2,1,1,1,1,1,18,2,0, Lateral,1, livre e coberta ,2,1,0,0,0,1,0,0,0,0,0,3,2,1,0
442,637196,Santa Luíza,430000.0,749.6,120.0,1,1,1,1,0,2,102,2,1, Fundo,1," privativa, solta e coberta ",6,1,1,1,1,1,1,1,1,1,1,3,1,1,1
443,171540,Jardim da Penha,430000.0,401.0,64.0,1,1,1,1,0,1,20,1,0, Frente,1, privativa ,4,1,0,0,0,1,1,0,0,0,0,2,1,1,0
444,647375,Santa Terezinha,430000.0,421.0,86.0,2,1,2,1,0,1,45,2,1, Frente,2, privativa / cobertura ,5,0,0,1,0,1,1,0,1,1,1,3,2,1,0
445,161724,Praia do Canto,430000.0,447.49,68.0,2,1,1,1,0,1,152,2,1, Fundo,1, livre ,8,0,0,1,0,1,1,1,1,1,1,2,2,1,1
446,486725,Jardim Camburi,430000.0,550.0,85.0,2,1,2,1,0,1,24,2,1, Frente,2, cobertas e soltas ,3,1,0,1,0,1,1,0,1,0,1,3,2,1,1
447,646085,Santa Lúcia,432000.0,500.0,73.43,2,1,2,1,0,1,32,1,1, Fundo,2," privativas, solidárias e cobertas ",8,0,0,1,0,0,1,1,1,0,1,2,2,1,0
448,641420,Jardim da Penha,434000.0,400.0,110.0,3,2,1,1,1,1,21,1,1, Lateral,1, livre e coberta ,4,1,0,0,0,0,0,0,0,1,1,3,3,2,0
449,605862,Enseada do Suá,435000.0,512.06,71.82,1,1,1,1,0,1,144,1,1, Frente,1," privativa, livre e coberta. ",6,1,1,1,1,0,1,1,1,1,1,2,1,1,1
450,149546,Santa Terezinha,435000.0,305.84,80.0,1,1,1,1,0,1,36,1,0, Frente,1, livre e coberta ,4,1,0,1,0,1,1,0,1,0,1,3,1,1,0
451,63523,Jardim da Penha,438000.0,435.0,139.51,1,1,2,1,1,1,0,1,0, Frente,2," livre, coberta e descoberta ",0,1,0,0,0,0,1,0,1,0,0,2,1,1,1
452,611059,Barro Vermelho,440000.0,584.6,112.0,1,0,2,1,1,1,10,0,0, Fundo,2, cobertas e livres ,2,0,0,0,0,0,1,0,0,0,0,3,1,0,0
453,138828,Santa Terezinha,440000.0,340.0,72.0,2,1,2,1,0,1,40,1,1, Frente,2, privativas / cobertas ,4,1,0,1,0,1,1,0,1,1,1,3,2,1,0
454,577289,Santa Terezinha,440000.0,375.0,81.0,1,1,2,1,0,1,40,1,1, Frente,2, 01 e 01a subsolo ,5,0,0,0,0,1,1,0,0,1,1,3,1,1,0
455,550944,Praia do Canto,440000.0,569.0,90.0,2,1,1,0,1,1,16,1,0, Frente,1, privativa ,4,0,0,0,0,1,0,0,0,0,0,2,2,1,0
456,622294,Bento Ferreira,440000.0,397.8,68.0,1,1,1,1,0,1,216,1,1, Frente,1, privativa/coberta/ ,8,1,1,1,0,1,1,1,1,1,1,2,1,1,1
457,648564,Bento Ferreira,440000.0,563.0,125.0,3,1,1,1,1,1,32,0,0, Frente,1," livre, privativa e coberta. ",4,1,0,1,0,0,1,0,1,0,1,3,3,1,1
458,651017,Jardim da Penha,440000.0,417.24,71.87,1,0,1,0,0,1,30,1,1, Lateral,1, livre e coberta ,6,1,0,1,0,0,1,0,1,0,1,2,1,0,1
459,540157,Jardim Camburi,445000.0,360.0,76.8,1,1,2,1,0,1,72,1,1, Frente,2, coberta  ,6,0,1,1,1,1,1,1,1,1,1,3,1,1,1
